,wagnum,model,rod_id,gruz,cnsi_gruz_capacity,cnsi_volumek,tara,date_build,srok_sl,zavod_build,date_iskl,cnsi_probeg_dr,cnsi_probeg_kr,kuzov,telega,tormoz,tipvozd,tippogl,norma_km
7790,14516,12-132,1,700,700,88.0,240,1123804800,1754611200,0,1,110,160,2,9,2,1,4,160000
7791,33590,12-1303-01,1,690,690,88.0,245,1267315200,2014761600,6,1,110,160,2,2,3,6,11,160000
7792,17487,12-132,1,695,695,88.0,241,1267920000,1952121600,0,1,110,160,2,9,2,7,11,160000
7793,13175,12-132-03,1,695,695,88.0,243,1292025600,2061763200,0,1,110,160,22,2,2,7,11,160000
7794,13994,12-132,1,700,700,88.0,240,1073606400,1770768000,0,1,110,160,2,9,2,4,12,160000
7795,21087,12-9788-01,1,710,710,85.0,225,1257724800,2019600000,6,1,110,160,2,2,2,7,11,160000
7796,31258,12-132,1,695,695,88.0,240,1300060800,2084745600,0,1,110,160,2,9,2,7,11,160000
7797,19316,11-286,0,670,670,138.0,270,738633600,1805846400,1,1,110,160,2,9,2,4,11,160000
7798,8586,11-286,0,670,670,138.0,270,786153600,1769731200,1,1,110,160,2,9,2,1,2,160000
7799,33299,12-196-01,1,750,750,88.0,250,1432425600,2405635200,0,1,350,500,22,11,2,7,12,350000
7800,24241,12-132,1,695,695,88.0,240,1283644800,1947110400,0,1,110,160,2,9,2,7,11,160000
7801,8257,11-286,0,670,670,138.0,270,820281600,1793145600,1,1,110,160,2,9,2,1,1,160000
7802,13605,12-132-03,1,695,695,88.0,243,1207180800,2024870400,0,1,110,160,22,2,2,7,11,160000
7803,8008,11-286,0,670,670,138.0,270,787881600,1782000000,1,1,110,160,2,9,3,1,1,160000
7804,8612,11-286,0,670,670,138.0,270,747100800,1813536000,1,1,110,160,2,9,2,1,2,160000
7805,33788,12-1303-01,1,690,690,88.0,245,1356048000,1981152000,6,1,110,160,2,2,3,6,11,160000
7806,14022,12-132,1,700,700,88.0,240,1056326400,1713052800,0,1,110,160,2,9,2,4,4,160000
7807,19978,12-132,1,695,695,88.0,240,1217808000,1906588800,13,1,110,160,22,9,2,1,11,160000
7808,1693,11-2135-01,0,670,670,161.0,268,1614384000,2572732800,1,1,110,160,2,9,2,10,11,160000
7809,1698,11-2135-01,0,670,670,161.0,268,1539302400,2585692800,1,1,110,160,2,9,2,10,11,160000
7810,15288,12-132,1,700,700,88.0,240,1070409600,1855180800,0,1,110,160,2,9,3,4,12,160000
7811,25618,12-132-03,1,695,695,88.0,243,1234137600,2016835200,0,1,110,160,22,2,2,7,11,160000
7812,11348,12-132-03,1,695,695,88.0,242,1293667200,2008281600,0,1,110,160,22,2,2,7,11,160000
7813,26193,12-132-03,1,695,695,88.0,241,1246406400,2080339200,0,1,110,160,22,2,2,7,11,160000
7814,23440,12-132,1,695,695,88.0,243,1351641600,1990224000,0,1,110,160,2,9,2,7,11,160000
7815,23502,12-132,1,695,695,88.0,240,1308787200,2050012800,0,1,110,160,2,9,2,7,11,160000
7816,24089,12-9085,1,700,700,88.4,240,1292889600,1970179200,19,1,110,160,2,9,2,6,12,160000
7817,25880,12-132-03,1,695,695,88.0,240,1273622400,2061417600,0,1,110,160,22,2,2,7,11,160000
7818,13249,12-132-03,1,695,695,88.0,243,1268352000,2007417600,0,1,110,160,22,2,3,7,11,160000
7819,15933,11-280,0,680,680,138.0,258,1200268800,2273875200,1,1,110,160,2,9,2,6,5,160000
7820,30320,12-132,1,695,695,88.0,240,1344384000,2059776000,0,1,110,160,2,9,2,7,11,160000
7821,25811,12-132-03,1,695,695,88.0,241,1247011200,2051481600,0,1,110,160,22,2,2,7,11,160000
7822,8517,11-286,0,670,670,138.0,262,789350400,1784246400,1,1,110,160,2,9,3,1,11,160000
7823,28812,12-1303-01,1,690,690,88.0,245,1308700800,2025561600,6,1,110,160,2,2,2,6,11,160000
7824,31084,12-132,1,695,695,88.0,239,1353110400,2049926400,0,1,110,160,2,9,2,7,11,160000
7825,25988,12-132-03,1,695,695,88.0,242,1276387200,2005776000,0,1,110,160,22,2,2,7,11,160000
7826,16720,11-1807-01,0,667,667,165.0,271,1254700800,2282860800,17,1,110,160,2,9,2,7,11,160000
7827,21011,12-9788-01,1,710,710,85.0,225,1249084800,1994112000,6,1,110,160,2,2,2,7,11,160000
7828,25698,12-132-03,1,695,695,88.0,242,1277078400,2000505600,0,1,110,160,22,2,2,7,11,160000
7829,31088,12-132,1,695,695,88.0,239,1359504000,2049840000,0,1,110,160,2,9,3,7,12,160000
7830,30839,12-132,1,695,695,88.0,239,1381017600,2036275200,0,1,110,160,2,9,2,7,11,160000
7831,30924,12-132,1,695,695,88.0,239,1385164800,2080944000,0,1,110,160,2,9,2,7,11,160000
7832,30925,12-132,1,695,695,88.0,239,1357776000,1999814400,0,1,110,160,2,9,2,7,11,160000
7833,30932,12-132,1,695,695,88.0,239,1348963200,2051913600,0,1,110,160,2,9,2,7,11,160000
7834,31208,12-132,1,695,695,88.0,239,1370131200,2064268800,0,1,110,160,2,9,2,7,11,160000
7835,21575,12-1303-01,1,690,690,88.0,245,1295136000,1983052800,6,1,110,160,2,2,3,6,11,160000
7836,24739,12-132,1,695,695,88.0,243,1325980800,2067120000,0,1,110,160,2,9,2,7,11,160000
7837,31156,12-132,1,695,695,88.0,239,1366243200,2020982400,0,1,110,160,2,9,2,7,11,160000
7838,31159,12-132,1,695,695,88.0,239,1357430400,2038521600,0,1,110,160,2,9,2,7,11,160000
7839,25246,12-296-01,1,700,700,83.0,237,1283040000,2024784000,1,1,110,160,2,9,3,6,12,160000
7840,29006,12-9766,1,695,695,88.0,244,1222560000,1965859200,5,1,110,160,22,9,2,1,11,160000
7841,25390,12-132,1,695,695,88.0,240,1191196800,1936742400,13,1,110,160,22,9,2,7,11,160000
7842,13125,12-132-03,1,695,695,88.0,243,1239148800,1977955200,0,1,110,160,22,2,2,7,11,160000
7843,28262,12-132-03,1,695,695,88.0,240,1224633600,2020464000,0,1,110,160,22,2,2,7,11,160000
7844,13606,12-132-03,1,695,695,88.0,237,1273276800,2007676800,0,1,110,160,22,2,2,7,11,160000
7845,26835,12-132,1,700,700,88.0,240,1004054400,1776988800,0,1,110,160,2,9,3,1,11,160000
7846,20561,12-132,1,700,700,88.0,240,1129334400,1742342400,0,1,110,160,2,9,3,6,11,160000
7847,15830,11-280,0,680,680,138.0,258,1178755200,2266358400,1,1,110,160,2,9,2,6,11,160000
7848,21390,12-783,1,700,700,76.0,234,1116460800,1862265600,2,1,160,160,2,9,2,7,11,160000
7849,31385,12-132,1,695,695,88.0,241,1365811200,2064614400,0,1,110,160,2,9,2,7,11,160000
7850,25903,12-132-03,1,695,695,88.0,242,1288915200,2018217600,0,1,110,160,22,2,2,7,11,160000
7851,25511,12-132-03,1,695,695,88.0,243,1316390400,1996012800,0,1,110,160,22,2,2,7,11,160000
7852,20557,12-132,1,700,700,88.0,240,1113091200,1746057600,0,1,110,160,2,9,2,1,11,160000
7853,28562,12-132,1,695,695,88.0,244,975888000,1768003200,0,0,110,160,2,9,2,1,4,110000
7854,26788,12-132,1,700,700,88.0,240,1098489600,1838073600,0,1,110,160,2,9,2,1,11,160000
7855,32124,12-132,1,695,695,88.0,240,1312675200,2042323200,0,1,110,160,2,9,2,7,11,160000
7856,14635,12-132,1,700,700,88.0,240,1088985600,1799193600,0,1,110,160,2,9,2,1,11,160000
7857,8089,11-286,0,670,670,138.0,270,825811200,1772928000,1,1,110,160,2,9,2,1,1,160000
7858,2262,11-2135-01,0,670,670,161.0,267,1646697600,2682979200,1,1,110,160,2,9,2,19,11,160000
7859,2264,11-2135-01,0,670,670,161.0,267,1654300800,2647209600,1,1,110,160,2,9,2,19,11,160000
7860,2266,11-2135-01,0,670,670,161.0,268,1642896000,2660428800,1,1,110,160,2,9,2,19,11,160000
7861,2267,11-2135-01,0,670,670,161.0,268,1592870400,2675116800,1,1,110,160,2,9,2,19,11,160000
7862,2268,11-2135-01,0,670,670,161.0,268,1604275200,2592259200,1,1,110,160,2,9,2,19,11,160000
7863,2273,11-2135-01,0,670,670,161.0,268,1574640000,2642803200,1,1,110,160,2,9,2,19,11,160000
7864,9581,11-286,0,670,670,138.0,270,793411200,1882828800,1,1,110,160,2,9,2,1,12,160000
7865,9387,11-286,0,670,670,138.0,270,806112000,1824940800,1,1,110,160,2,9,3,1,2,160000
7866,6239,11-276,0,680,680,122.0,260,749779200,1828828800,1,1,110,160,2,9,2,1,11,160000
7867,23118,12-132,1,695,695,88.0,240,1319155200,2020809600,13,1,110,160,22,9,3,7,12,160000
7868,27185,12-132,1,695,695,88.0,241,1294617600,1988668800,0,1,110,160,2,9,3,7,11,160000
7869,22765,12-132,1,695,695,88.0,240,1294012800,2049321600,0,1,110,160,2,9,2,7,11,160000
7870,27472,12-132,1,695,695,88.0,240,1376092800,1981497600,0,1,110,160,2,9,2,7,11,160000
7871,9223,11-286,0,670,670,138.0,270,758764800,1802908800,1,1,110,160,2,9,3,1,2,160000
7872,32993,12-132,1,695,695,88.0,240,1314662400,2050531200,0,1,110,160,2,9,3,7,11,160000
7873,14783,12-132,1,700,700,88.0,240,1101686400,1772841600,0,1,110,160,2,9,2,1,11,160000
7874,978,11-1807-01,0,667,667,165.0,271,1399161600,2403043200,17,1,110,160,2,9,2,7,16,160000
7875,26946,12-600-05,1,693,693,88.0,240,808790400,1849910400,21,1,160,160,2,9,2,4,11,160000
7876,20959,12-9788-01,1,710,710,85.0,225,1309737600,2005948800,6,1,110,160,2,2,2,7,11,160000
7877,14319,12-132,1,700,700,88.0,240,1050796800,1778371200,0,1,110,160,2,9,3,4,11,160000
7878,9190,11-286,0,670,670,138.0,270,839376000,1819670400,1,1,110,160,2,9,3,1,2,160000
7879,12903,12-132-03,1,695,695,88.0,240,1226016000,1996963200,0,1,110,160,22,2,2,7,11,160000
7880,9210,11-286,0,670,670,138.0,270,765244800,1775174400,1,1,110,160,2,9,3,1,2,160000
7881,27052,12-132-03,1,695,695,88.0,243,1276300800,2014156800,0,1,110,160,22,2,2,7,11,160000
7882,26791,12-132,1,700,700,88.0,240,1103328000,1813622400,0,1,110,160,2,9,2,1,11,160000
7883,1918,11-2135-01,0,670,670,161.0,268,1598486400,2590704000,1,1,110,160,2,9,2,19,11,160000
7884,22991,12-132,1,695,695,88.0,241,1286496000,1984176000,0,1,110,160,2,9,2,7,11,160000
7885,23041,12-132,1,695,695,88.0,243,1303948800,2026252800,0,1,110,160,2,9,2,7,11,160000
7886,33308,12-196-01,1,750,750,88.0,250,1322438400,2359324800,0,1,350,500,22,11,2,7,12,350000
7887,9382,11-286,0,670,670,138.0,270,759196800,1828742400,1,1,110,160,2,9,3,1,1,160000
7888,10391,12-132-03,1,695,695,88.0,242,1250985600,2014156800,0,1,110,160,22,2,2,7,11,160000
7889,20028,12-296-01,1,700,700,83.0,235,1193616000,1820534400,1,1,110,160,2,9,3,6,11,160000
7890,20591,12-4102,1,710,710,82.0,224,1258675200,2002233600,8,1,110,160,2,9,2,7,11,160000
7891,32994,12-132,1,695,695,88.0,240,1345075200,2048716800,0,1,110,160,2,9,3,7,11,160000
7892,32995,12-132,1,695,695,88.0,240,1317254400,2063750400,0,1,110,160,2,9,2,7,11,160000
7893,7054,11-1807,0,672,672,138.0,265,1172275200,2212099200,17,1,110,160,2,9,2,1,11,160000
7894,8391,11-286,0,670,670,138.0,270,801360000,1826841600,1,1,110,160,2,9,2,1,1,160000
7895,2027,11-2135-01,0,670,670,161.0,267,1594598400,2657491200,1,1,110,160,2,9,2,10,11,160000
7896,2028,11-2135-01,0,670,670,161.0,267,1675814400,2595283200,1,1,110,160,2,9,2,10,11,160000
7897,2038,11-2135-01,0,670,670,161.0,267,1625011200,2585088000,1,1,110,160,2,9,2,19,11,160000
7898,2047,11-2135-01,0,670,670,161.0,268,1634515200,2648764800,1,1,110,160,2,9,2,19,11,160000
7899,2049,11-2135-01,0,670,670,161.0,268,1670284800,2596147200,1,1,110,160,2,9,2,19,11,160000
7900,31221,12-132,1,695,695,88.0,239,1413763200,2081808000,0,1,110,160,2,9,2,7,11,160000
7901,7739,11-286,0,670,670,138.0,270,839030400,1821657600,1,1,110,160,2,9,2,1,11,160000
7902,28668,12-9788-01,1,710,710,85.0,225,1239753600,1937779200,6,1,110,160,2,2,2,7,11,160000
7903,15996,11-280,0,680,680,138.0,257,1241568000,2272320000,1,1,110,160,2,9,2,6,12,160000
7904,14020,12-132,1,700,700,88.0,240,1044057600,1769385600,0,1,110,160,2,9,3,4,12,160000
7905,21929,12-132,1,695,695,88.0,241,1304208000,2052259200,0,1,110,160,2,9,2,7,11,160000
7906,28065,12-132-03,1,695,695,88.0,242,1245715200,1977523200,0,1,110,160,22,2,2,7,11,160000
7907,9536,11-286,0,670,670,138.0,270,757209600,1769817600,1,1,110,160,2,9,3,1,1,160000
7908,26827,12-132,1,700,700,88.0,240,1069286400,1797033600,0,1,110,160,2,9,3,1,12,160000
7909,6043,11-276,0,680,680,122.0,260,772070400,1731628800,1,1,110,160,2,9,2,1,11,110000
7910,27081,12-132-03,1,695,695,88.0,243,1235779200,1970006400,0,1,110,160,22,2,3,7,11,160000
7911,24014,12-132,1,695,695,88.0,243,1297036800,2020723200,0,1,110,160,2,9,3,7,11,160000
7912,15963,11-280,0,680,680,138.0,247,1227052800,2257632000,1,1,110,160,2,9,2,6,11,160000
7913,15957,11-280,0,680,680,138.0,257,1264550400,2283292800,1,1,110,160,2,9,2,6,11,160000
7914,11294,12-1704-04,1,700,700,88.0,235,1326585600,1983398400,15,1,110,160,2,9,2,7,11,160000
7915,32926,12-132,1,695,695,88.0,241,1404604800,2030918400,0,1,110,160,2,9,3,7,11,160000
7916,28206,12-132,1,695,695,88.0,244,1086825600,1742774400,0,1,110,160,2,9,3,6,11,160000
7917,27412,12-1303-01,1,690,690,88.0,245,1323475200,1993334400,6,1,110,160,2,2,2,8,11,160000
7918,19368,11-286,0,670,670,138.0,270,752371200,1805846400,1,1,110,160,2,9,3,1,1,160000
7919,32837,12-132,1,695,695,88.0,240,1379203200,2034288000,0,1,110,160,2,9,2,7,11,160000
7920,15394,12-132,1,700,700,88.0,240,1119830400,1771113600,0,1,110,160,2,9,2,1,2,160000
7921,30728,12-132,1,695,695,88.0,241,1329955200,1972425600,0,1,110,160,2,9,2,7,11,160000
7922,21668,12-132,1,695,695,88.0,243,1306368000,2039385600,0,1,110,160,2,9,2,7,11,160000
7923,21675,12-132,1,695,695,88.0,243,1296172800,2034892800,0,1,110,160,2,9,2,7,11,160000
7924,21677,12-132,1,695,695,88.0,242,1305590400,1983312000,0,1,110,160,2,9,2,7,11,160000
7925,24475,12-132,1,695,695,88.0,243,1287964800,2047507200,0,1,110,160,2,9,2,7,11,160000
7926,31769,12-196-02,1,750,750,94.0,249,1502064000,2513116800,0,1,350,500,43,11,2,7,11,350000
7927,31770,12-196-02,1,750,750,94.0,249,1528848000,2516054400,0,1,350,500,43,11,2,7,11,350000
7928,31890,12-196-02,1,750,750,94.0,249,1466294400,2586124800,0,1,350,500,43,11,2,7,11,350000
7929,2257,11-2135-01,0,670,670,161.0,268,1640044800,2632694400,1,1,110,160,2,9,2,19,11,160000
7930,11832,12-132,1,700,700,88.0,240,1065312000,1796601600,0,1,110,160,2,9,2,1,4,160000
7931,9021,11-286,0,670,670,138.0,270,882921600,1862438400,1,1,110,160,2,9,3,1,2,160000
7932,27207,12-132,1,695,695,88.0,243,1262908800,1970956800,0,1,110,160,2,9,2,7,11,160000
7933,21141,12-1704-04,1,690,690,88.0,234,1225584000,1928188800,9,1,110,160,2,9,3,4,11,160000
7934,25840,12-132-03,1,695,695,88.0,241,1287014400,2002320000,0,1,110,160,22,2,3,7,11,160000
7935,33378,12-1303-01,1,690,690,88.0,245,1246752000,2000246400,6,1,110,160,2,2,2,3,11,160000
7936,17599,12-132,1,695,695,88.0,242,1289952000,1980288000,0,1,110,160,2,9,2,7,11,160000
7937,25532,12-132-03,1,695,695,88.0,241,1204848000,1993939200,0,1,110,160,22,2,2,7,11,160000
7938,11157,12-600-02,1,706,706,77.0,230,808272000,1792281600,11,1,160,160,2,9,2,8,11,160000
7939,11961,12-132-03,1,695,695,88.0,237,1230249600,2017699200,0,1,110,160,22,2,2,7,11,160000
7940,32733,12-132,1,695,695,88.0,240,1354579200,2076451200,0,1,110,160,2,9,2,7,11,160000
7941,32732,12-132,1,695,695,88.0,240,1325462400,2107036800,0,1,110,160,2,9,2,7,11,160000
7942,32712,12-132,1,695,695,88.0,240,1394236800,2011132800,0,1,110,160,2,9,2,7,11,160000
7943,16459,11-1807-01,0,667,667,165.0,271,1263945600,2237673600,9,1,110,160,2,9,2,4,8,160000
7944,17455,11-1807-01,0,667,667,165.0,273,1285804800,2216419200,17,1,110,160,2,9,2,4,13,160000
7945,12365,12-132-03,1,695,695,88.0,243,1256083200,1958947200,0,1,110,160,22,2,2,7,11,160000
7946,21408,12-783,1,700,700,76.0,234,1190419200,1770595200,2,1,160,160,2,9,2,4,11,160000
7947,21351,12-783,1,700,700,76.0,233,1161907200,1830902400,2,1,160,160,2,9,2,6,11,160000
7948,27182,12-132,1,695,695,88.0,237,1331337600,2006035200,0,1,110,160,2,9,2,7,11,160000
7949,12236,12-132-03,1,695,695,88.0,243,1251936000,1993593600,0,1,110,160,22,2,2,7,11,160000
7950,27009,12-132-03,1,695,695,88.0,243,1270598400,1959120000,0,1,110,160,22,2,2,7,11,160000
7951,15472,12-132,1,700,700,88.0,240,1079568000,1790553600,0,1,110,160,2,9,2,1,11,160000
7952,11020,12-7023-02,1,703,703,90.0,236,1293580800,1966291200,2,1,160,160,2,9,2,7,12,160000
7953,21881,12-132,1,695,695,88.0,243,1251244800,1944086400,0,1,110,160,2,9,3,7,11,160000
7954,1427,11-1268,0,680,680,174.0,252,1593388800,2608761600,13,1,160,160,2,9,2,7,11,160000
7955,33680,12-132,1,695,695,88.0,240,1566777600,2214604800,0,1,110,160,2,9,2,19,11,160000
7956,33682,12-132,1,695,695,88.0,240,1556496000,2265408000,0,1,110,160,2,9,2,19,11,160000
7957,33683,12-132,1,695,695,88.0,240,1569628800,2307225600,0,1,110,160,2,9,2,19,11,160000
7958,19891,11-1807-01,0,667,667,165.0,270,1367539200,2339107200,17,1,110,160,2,9,2,7,16,160000
7959,19887,11-1807-01,0,667,667,165.0,270,1323907200,2361052800,17,1,110,160,2,9,2,7,16,160000
7960,32402,12-196-02,1,750,750,94.0,249,1578960000,2565993600,0,1,350,500,43,11,2,7,11,350000
7961,17073,12-7023-02,1,703,703,90.0,236,1321315200,1984780800,2,1,160,160,2,9,2,7,12,160000
7962,31798,12-196-02,1,750,750,94.0,248,1511654400,2527632000,0,1,350,500,43,11,2,7,11,350000
7963,31812,12-196-02,1,750,750,94.0,248,1510876800,2503180800,0,1,350,500,43,11,2,7,11,350000
7964,28715,12-9788-01,1,710,710,85.0,225,1268870400,1955059200,6,1,110,160,2,2,2,7,11,160000
7965,25975,12-132-03,1,695,695,88.0,241,1250035200,2019686400,0,1,110,160,22,2,2,7,11,160000
7966,24137,12-132,1,695,695,88.0,242,1287878400,2049148800,0,1,110,160,2,9,3,7,11,160000
7967,11098,12-600-02,1,706,706,77.0,230,737596800,1703721600,21,1,160,160,2,9,2,6,11,160000
7968,23315,12-132,1,695,695,88.0,241,1346716800,1968537600,0,1,110,160,2,9,2,7,11,160000
7969,18687,11-280,0,680,680,138.0,260,1336867200,2397427200,1,1,110,160,2,9,2,7,2,160000
7970,23297,12-132,1,695,695,88.0,241,1329264000,1984953600,0,1,110,160,2,9,2,7,11,160000
7971,32751,12-132,1,695,695,88.0,240,1363996800,2070748800,0,1,110,160,2,9,2,7,11,160000
7972,32975,12-132,1,695,695,88.0,240,1357862400,2032041600,0,1,110,160,2,9,2,7,11,160000
7973,9228,11-286,0,670,670,138.0,270,791337600,1788566400,1,1,110,160,2,9,3,1,2,160000
7974,9222,11-286,0,670,670,138.0,270,738720000,1766016000,1,1,110,160,2,9,3,1,2,160000
7975,13517,12-132-03,1,695,695,88.0,240,1269216000,1988236800,0,1,110,160,22,2,2,7,11,160000
7976,25734,12-132-03,1,695,695,88.0,240,1279670400,2013984000,0,1,110,160,22,2,2,7,11,160000
7977,12044,12-132-03,1,695,695,88.0,240,1246665600,1997395200,0,1,110,160,22,2,2,7,11,160000
7978,8569,11-286,0,670,670,138.0,262,815616000,1741046400,1,1,110,160,2,9,2,1,2,160000
7979,5362,11-276,0,680,680,122.0,260,726710400,1818115200,1,1,110,160,2,9,2,1,11,110000
7980,25801,12-132-03,1,695,695,88.0,243,1239062400,1985212800,0,1,110,160,22,2,2,7,11,160000
7981,17461,12-132,1,695,695,88.0,241,1352073600,1992816000,0,1,110,160,2,9,3,7,11,160000
7982,24348,12-132,1,695,695,88.0,241,1328832000,2009577600,0,1,110,160,2,9,2,7,11,160000
7983,23407,12-132,1,695,695,88.0,242,1270944000,1960070400,0,1,110,160,2,9,2,7,11,160000
7984,8903,11-286,0,670,670,138.0,270,830822400,1867190400,1,1,110,160,2,9,2,1,2,160000
7985,33379,12-1303-01,1,690,690,88.0,245,1287273600,2001456000,6,1,110,160,2,2,2,6,11,160000
7986,2159,11-2135-01,0,670,670,161.0,268,1631404800,2661724800,1,1,110,160,2,9,2,19,11,160000
7987,27723,12-9766,1,695,695,88.0,244,1230163200,1958774400,5,1,110,160,22,9,2,1,12,160000
7988,11268,12-600-04,1,682,682,85.0,238,677376000,1734566400,5,1,160,160,2,9,2,4,11,160000
7989,12281,12-132-03,1,695,695,88.0,241,1270598400,1966377600,0,1,110,160,22,2,2,7,11,160000
7990,1686,11-2135-01,0,670,670,161.0,268,1533600000,2555020800,1,1,110,160,2,9,2,10,11,160000
7991,1692,11-2135-01,0,670,670,161.0,268,1591747200,2565043200,1,1,110,160,2,9,2,10,11,160000
7992,1696,11-2135-01,0,670,670,161.0,269,1608422400,2585520000,1,1,110,160,2,9,2,10,11,160000
7993,22696,12-132,1,695,695,88.0,240,1288483200,1943308800,0,1,110,160,2,9,2,7,11,160000
7994,32374,12-196-02,1,750,750,94.0,249,1519776000,2564438400,0,1,350,500,43,11,2,7,11,350000
7995,15516,12-132,1,700,700,88.0,240,1062806400,1754870400,0,1,110,160,2,9,3,1,11,160000
7996,13169,12-132-03,1,695,695,88.0,243,1252022400,2026598400,0,1,110,160,22,2,2,7,11,160000
7997,20885,12-9788-01,1,710,710,85.0,225,1255132800,1944432000,6,1,110,160,2,2,3,6,11,160000
7998,14348,12-132,1,700,700,88.0,240,1150761600,1762473600,0,1,110,160,2,9,3,1,2,160000
7999,12509,12-132-03,1,695,695,88.0,243,1300492800,2018649600,0,1,110,160,22,2,2,7,11,160000
8000,13364,12-132-03,1,695,695,88.0,243,1239235200,1960156800,0,1,110,160,22,2,2,7,11,160000
8001,9369,11-286,0,670,670,138.0,270,773280000,1780790400,1,1,110,160,2,9,2,4,2,160000
8002,22234,12-132,1,695,695,88.0,242,1297555200,2063664000,0,1,110,160,2,9,2,7,11,160000
8003,21522,12-783,1,700,700,76.0,233,1131148800,1880496000,2,1,160,160,2,9,2,6,11,160000
8004,29176,12-955,1,710,710,88.0,220,1121472000,2142028800,3,1,110,160,2,9,2,1,11,160000
8005,19572,11-286,0,670,670,138.0,270,828230400,1881273600,1,1,110,160,2,9,3,1,1,160000
8006,27572,12-132,1,695,695,88.0,240,1324252800,2003788800,0,1,110,160,2,9,2,7,11,160000
8007,12090,12-132-03,1,695,695,88.0,243,1213488000,2034115200,0,1,110,160,22,2,2,7,11,160000
8008,10552,12-132-03,1,695,695,88.0,242,1219449600,2056492800,0,1,110,160,22,2,3,7,11,160000
8009,20641,12-4102,1,710,710,82.0,224,1235001600,1964995200,8,1,110,160,2,9,2,7,11,160000
8010,6314,11-276,0,680,680,122.0,260,761356800,1817856000,1,1,110,160,2,9,3,1,2,160000
8011,19546,11-286,0,670,670,138.0,270,860976000,1800576000,1,1,110,160,2,9,2,1,1,160000
8012,13596,12-132-03,1,695,695,88.0,243,1260316800,1983744000,0,1,110,160,22,2,2,7,11,160000
8013,17435,11-1807-01,0,667,667,165.0,273,1271548800,2322950400,17,1,110,160,2,9,2,7,11,160000
8014,21890,12-132,1,695,695,88.0,242,1292976000,2000160000,0,1,110,160,2,9,2,7,11,160000
8015,32387,12-196-02,1,750,750,94.0,250,1456876800,2556921600,0,1,350,500,43,11,2,7,11,350000
8016,5568,11-276,0,680,680,122.0,260,819849600,1763510400,1,1,110,160,2,9,3,1,1,160000
8017,32012,12-132,1,695,695,88.0,240,1394150400,2090448000,0,1,110,160,2,9,2,7,11,160000
8018,32126,12-132,1,695,695,88.0,240,1375228800,2084227200,0,1,110,160,2,9,3,1,11,160000
8019,19743,11-286,0,670,670,138.0,270,865987200,1853971200,1,1,110,160,2,9,2,1,1,160000
8020,32474,12-132,1,695,695,88.0,240,1377043200,2018649600,0,1,110,160,2,9,2,7,11,160000
8021,26481,12-296-01,1,700,700,83.0,238,1306454400,1934668800,1,1,110,160,2,9,2,6,12,160000
8022,12803,12-132-03,1,695,695,88.0,241,1196121600,1996272000,0,1,110,160,22,2,2,7,11,160000
8023,25323,12-132-03,1,695,695,88.0,243,1287964800,1998432000,0,1,110,160,22,2,2,7,11,160000
8024,5548,11-276,0,680,680,122.0,260,751075200,1755561600,1,1,110,160,2,9,3,1,11,110000
8025,25952,12-132-03,1,695,695,88.0,243,1283644800,1976227200,0,1,110,160,22,2,3,7,11,160000
8026,18086,12-132,1,695,695,88.0,243,1375401600,2005948800,0,1,110,160,2,9,2,7,11,160000
8027,24474,12-132,1,695,695,88.0,243,1307491200,1975104000,0,1,110,160,2,9,2,7,11,160000
8028,1665,11-2135-01,0,670,670,161.0,268,1630108800,2565734400,1,1,110,160,2,9,2,10,11,160000
8029,1667,11-2135-01,0,670,670,161.0,268,1621209600,2558908800,1,1,110,160,2,9,2,10,11,160000
